,Solvent 1,Solvent 2,Solvent 3,Solvent 4,Weights,M,Salt,Molality,Slope,Intercept,Goodness
12979,[Cu]OC(=O)OCC[Au],nan,nan,nan,[0.892540357],[152217.3474],[Li+].[O-][Cl+3]([O-])([O-])[O-],1.135589371,-4593.790681,9.945583716,0.992519911
12983,[Cu]OC(=O)OCC[Au],nan,nan,nan,[0.869189655],[152217.3474],[Li+].[O-][Cl+3]([O-])([O-])[O-],1.419486714,-4894.594574,10.54395698,0.999135211
12987,[Cu]OC(=O)OCC[Au],nan,nan,nan,[0.908817219],[152217.3474],[Li+].[O-][Cl+3]([O-])([O-])[O-],0.946324476,-5012.045991,10.68709682,0.998830614
12991,[Cu]OC(=O)OCC[Au],nan,nan,nan,[0.920811817],[152217.3474],[Li+].[O-][Cl+3]([O-])([O-])[O-],0.811135265,-4914.728106,10.14546088,0.999883858
12995,[Cu]OC(=O)OCC[Au],nan,nan,nan,[0.832873498],[152217.3474],[Li+].[O-][Cl+3]([O-])([O-])[O-],1.892648951,-5524.87161,11.73765393,0.99716798
12999,[Cu]OC(=O)OCC[Au],nan,nan,nan,[0.943219365],[152217.3474],[Li+].[O-][Cl+3]([O-])([O-])[O-],0.567794685,-5221.587055,9.903152631,0.996318169
13003,[Cu]OC(=O)OCC[Au],nan,nan,nan,[0.961415968],[152217.3474],[Li+].[O-][Cl+3]([O-])([O-])[O-],0.37852979,-6153.622832,11.42435408,0.997364048
13007,[Cu]CC(O)[Au],nan,nan,nan,[0.5],[40474.60677],O=S(=O)([O-])C(F)(F)F.[Li+],6.409845523,-5193.336567,10.77018108,0.996774253
13016,[Cu]CC(O)[Au],nan,nan,nan,[0.666666667],[40474.60677],O=S(=O)([O-])C(F)(F)F.[Li+],3.204922761,-4158.320713,6.264063761,0.998358109
13022,[Cu]CC(O)[Au],nan,nan,nan,[0.5],[107732.4101],O=S(=O)([O-])C(F)(F)F.[Li+],6.409845523,-6067.41116,12.20166666,0.998242386
13028,[Cu]NCCC[Au],nan,nan,nan,[0.785318276],[3000.0],O=S(=O)([O-])C(F)(F)F.[Li+],1.751313485,-6058.028341,13.51824575,0.992652252
13034,[Cu]NCCC[Au],nan,nan,nan,[0.646521851],[3000.0],O=S(=O)([O-])C(F)(F)F.[Li+],3.50262697,-6310.400724,14.08095558,0.996935006
13040,[Cu]NCCC[Au],nan,nan,nan,[0.879751568],[3000.0],O=S(=O)([O-])C(F)(F)F.[Li+],0.875656743,-4040.564904,5.068705738,0.923399682
13046,[Cu]NCC[Au],nan,nan,nan,[0.73400259],[2281.033364],O=S(=O)([O-])C(F)(F)F.[Li+],2.321801718,-5822.871845,12.28350066,0.95313966
13052,[Cu]NCC[Au],nan,nan,nan,[0.579782063],[2281.033364],O=S(=O)([O-])C(F)(F)F.[Li+],4.643603436,-3702.735431,5.25381225,0.898830397
13057,[Cu]NCC[Au],nan,nan,nan,[0.846599185],[2281.033364],O=S(=O)([O-])C(F)(F)F.[Li+],1.160900859,-9246.304808,22.26404239,0.9611818
13063,[Cu]OC(=O)CC[Au],nan,nan,nan,[0.985499596],[19000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],0.138773245,-5816.918848,10.02761964,0.99802331
13068,[Cu]OC(=O)CC[Au],nan,nan,nan,[0.957724803],[19000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],0.416319734,-7621.8777,16.82990139,0.999685975
13072,[Cu]OC(=O)CC[Au],nan,nan,nan,[0.944416341],[19000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],0.555092978,-6014.739489,12.3910747,0.833895633
13078,[Cu]OC(=O)CC[Au],nan,nan,nan,[0.871735009],[19000.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],1.387732445,-5601.901873,12.20271674,0.753569937
13099,[Cu]OC(=O)OCC[Au],nan,nan,nan,[0.277152441],[50000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],9.084714967,-2181.917171,3.981215375,0.965966416
13104,[Cu]OC(=O)OCC[Au],nan,nan,nan,[0.338284466],[50000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],6.813536225,-2966.086574,5.957872716,0.963948117
13109,[Cu]OC(=O)OCC[Au],nan,nan,nan,[0.434016226],[50000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],4.542357484,-2226.830304,3.143325584,0.948124531
13114,[Cu]OC(=O)OCC[Au],nan,nan,nan,[0.605315642],[50000.0],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],2.271178742,-2153.907948,2.831384653,0.968731861
13119,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.867401934],[299817.3973],O=S(=O)([O-])C(F)(F)F.[Li+],0.979527868,-5033.612553,8.072438818,0.993589926
13130,[Cu]OC(=O)OCCC[Au],O=C1OCCCO1,nan,nan,"[0.824031837, 0.05]","[299817.3973, 102.0316941]",O=S(=O)([O-])C(F)(F)F.[Li+],0.979527868,-4089.161662,6.628450188,0.996830256
13143,[Cu]OC(=O)OCCC[Au],O=C1OCCCO1,nan,nan,"[0.780661741, 0.1]","[299817.3973, 102.0316941]",O=S(=O)([O-])C(F)(F)F.[Li+],0.979527868,-3767.473212,6.576450965,0.996132132
13156,[Cu]OC(=O)OCCC[Au],O=C1OCCCO1,nan,nan,"[0.737291644, 0.15]","[299817.3973, 102.0316941]",O=S(=O)([O-])C(F)(F)F.[Li+],0.979527868,-3593.440982,5.713769181,0.99562831
13179,[Cu]OC(=O)OCCC[Au],O=C1OC(C)CO1,nan,nan,"[0.824031837, 0.05]","[299817.3973, 102.0316941]",O=S(=O)([O-])C(F)(F)F.[Li+],0.979527868,-4216.506568,5.812999157,0.998998043
13186,[Cu]OC(=O)OCCC[Au],O=C1OC(C)CO1,nan,nan,"[0.780661741, 0.1]","[299817.3973, 102.0316941]",O=S(=O)([O-])C(F)(F)F.[Li+],0.979527868,-3987.421127,5.637247044,0.995785228
13195,[Cu]OC(=O)OCCC[Au],O=C1OC(C)CO1,nan,nan,"[0.737291644, 0.15]","[299817.3973, 102.0316941]",O=S(=O)([O-])C(F)(F)F.[Li+],0.979527868,-4104.240077,6.250295875,0.996063427
13218,[Cu]OC(=O)OCCC[Au],CCOC(=O)C1=CC=CC=C1C(=O)OCC,nan,nan,"[0.824031837, 0.05]","[299817.3973, 222.0892089]",O=S(=O)([O-])C(F)(F)F.[Li+],0.979527868,-4137.602262,6.658011624,0.996638758
13228,[Cu]OC(=O)OCCC[Au],CCOC(=O)C1=CC=CC=C1C(=O)OCC,nan,nan,"[0.780661741, 0.1]","[299817.3973, 222.0892089]",O=S(=O)([O-])C(F)(F)F.[Li+],0.979527868,-3731.580756,4.815566087,0.998078264
13240,[Cu]OC(=O)OCCC[Au],CCOC(=O)C1=CC=CC=C1C(=O)OCC,nan,nan,"[0.737291644, 0.15]","[299817.3973, 222.0892089]",O=S(=O)([O-])C(F)(F)F.[Li+],0.979527868,-3697.862074,4.439000033,0.989095624
13262,[Cu]OC(=O)OCCC[Au],CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,nan,nan,"[0.824031837, 0.05]","[299817.3973, 426.3709101]",O=S(=O)([O-])C(F)(F)F.[Li+],0.979527868,-4962.161445,7.921415105,0.996262506
13272,[Cu]OC(=O)OCCC[Au],CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,nan,nan,"[0.780661741, 0.1]","[299817.3973, 426.3709101]",O=S(=O)([O-])C(F)(F)F.[Li+],0.979527868,-4425.78497,6.539533999,0.998557689
13280,[Cu]OC(=O)OCCC[Au],CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,nan,nan,"[0.737291644, 0.15]","[299817.3973, 426.3709101]",O=S(=O)([O-])C(F)(F)F.[Li+],0.979527868,-4382.988291,6.652772359,0.995360875
13288,[Cu]OC(=O)OCCC[Au],nan,nan,nan,[0.905913285],[299817.3973],[Li+].[O-][Cl+3]([O-])([O-])[O-],0.979527868,-5736.91627,11.1906773,0.994773659
13298,[Cu]OC(=O)OCCC[Au],O=C1OCCCO1,nan,nan,"[0.860617621, 0.05]","[299817.3973, 102.0316941]",[Li+].[O-][Cl+3]([O-])([O-])[O-],0.979527868,-5014.023557,9.398603617,0.992934303
13310,[Cu]OC(=O)OCCC[Au],O=C1OCCCO1,nan,nan,"[0.815321957, 0.1]","[299817.3973, 102.0316941]",[Li+].[O-][Cl+3]([O-])([O-])[O-],0.979527868,-4476.186522,8.137740217,0.999366871
13316,[Cu]OC(=O)OCCC[Au],O=C1OCCCO1,nan,nan,"[0.770026292, 0.15]","[299817.3973, 102.0316941]",[Li+].[O-][Cl+3]([O-])([O-])[O-],0.979527868,-3875.869599,5.474969976,0.987051443
13337,[Cu]OC(=O)OCCC[Au],O=C1OC(C)CO1,nan,nan,"[0.860617621, 0.05]","[299817.3973, 102.0316941]",[Li+].[O-][Cl+3]([O-])([O-])[O-],0.979527868,-3459.652457,5.89899373,0.997849116
13348,[Cu]OC(=O)OCCC[Au],O=C1OC(C)CO1,nan,nan,"[0.815321957, 0.1]","[299817.3973, 102.0316941]",[Li+].[O-][Cl+3]([O-])([O-])[O-],0.979527868,-4301.415064,7.746953526,0.995379225
13361,[Cu]OC(=O)OCCC[Au],O=C1OC(C)CO1,nan,nan,"[0.770026292, 0.15]","[299817.3973, 102.0316941]",[Li+].[O-][Cl+3]([O-])([O-])[O-],0.979527868,-4739.767135,8.755096906,0.987585946
13383,[Cu]OC(=O)OCCC[Au],CCOC(=O)C1=CC=CC=C1C(=O)OCC,nan,nan,"[0.860617621, 0.05]","[299817.3973, 222.0892089]",[Li+].[O-][Cl+3]([O-])([O-])[O-],0.979527868,-4206.31204,7.143265732,0.997696511
13395,[Cu]OC(=O)OCCC[Au],CCOC(=O)C1=CC=CC=C1C(=O)OCC,nan,nan,"[0.815321957, 0.1]","[299817.3973, 222.0892089]",[Li+].[O-][Cl+3]([O-])([O-])[O-],0.979527868,-4320.025846,7.770738434,0.993857613
13401,[Cu]OC(=O)OCCC[Au],CCOC(=O)C1=CC=CC=C1C(=O)OCC,nan,nan,"[0.770026292, 0.15]","[299817.3973, 222.0892089]",[Li+].[O-][Cl+3]([O-])([O-])[O-],0.979527868,-4557.897696,7.922394976,0.997864093
13421,[Cu]OC(=O)OCCC[Au],CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,nan,nan,"[0.860617621, 0.05]","[299817.3973, 426.3709101]",[Li+].[O-][Cl+3]([O-])([O-])[O-],0.979527868,-4448.775957,8.541745552,0.989898343
13428,[Cu]OC(=O)OCCC[Au],CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,nan,nan,"[0.815321957, 0.1]","[299817.3973, 426.3709101]",[Li+].[O-][Cl+3]([O-])([O-])[O-],0.979527868,-4595.36172,7.331663945,0.996631826
13438,[Cu]OC(=O)OCCC[Au],CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,nan,nan,"[0.770026292, 0.15]","[299817.3973, 426.3709101]",[Li+].[O-][Cl+3]([O-])([O-])[O-],0.979527868,-5550.359505,10.02555568,0.996098939
13443,[Cu]CC(OCC)[Au],nan,nan,nan,[0.998531527],[8400.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],0.013867702,-6495.421568,10.1791098,0.991185358
13455,[Cu]CC(OCC)[Au],nan,nan,nan,[0.996336885],[8400.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],0.034669255,-5885.059898,8.525623823,0.976855764
13477,[Cu]CC(OCC)[Au],nan,nan,nan,[0.99270051],[8400.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],0.069338511,-5864.592839,8.969122441,0.98223024
13496,[Cu]CC(OCC)[Au],nan,nan,nan,[0.985506812],[8400.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],0.138677021,-6232.963316,10.59102147,0.974377365
13517,[Cu]CC(OCC)[Au],nan,nan,nan,[0.978416624],[8400.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],0.208015532,-6586.598741,12.10895472,0.971989151
13537,[Cu]CC(OCC)[Au],nan,nan,nan,[0.971427728],[8400.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],0.277354042,-6942.061869,13.41080938,0.970519027
13557,[Cu]CC(OCC)[Au],nan,nan,nan,[0.93150491],[8400.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],0.693385106,-6915.145425,13.21794698,0.974584402
13578,[Cu]CC(OCC)[Au],nan,nan,nan,[0.871791475],[8400.0],[Li+].[O-][Cl+3]([O-])([O-])[O-],1.386770212,-7786.180659,15.23796762,0.972193098
13629,[Cu]NCC[Au],nan,nan,nan,[0.52466378],[122659.3413],O=S(=O)([O-])C(F)(F)F.[Li+],5.804504295,-6578.441973,11.04257537,0.992840882
13638,[Cu]NCC[Au],nan,nan,nan,[0.73400259],[122659.3413],O=S(=O)([O-])C(F)(F)F.[Li+],2.321801718,-4356.53244,7.040659049,0.996010168
13653,[Cu]NCC[Au],nan,nan,nan,[0.805415393],[122659.3413],O=S(=O)([O-])C(F)(F)F.[Li+],1.547867812,-3502.303183,4.987053766,0.99180157
13662,[Cu]NCC[Au],nan,nan,nan,[0.618994368],[122659.3413],[Li+].[O-][Cl+3]([O-])([O-])[O-],5.804504295,-7455.879838,12.2950186,0.995529807
13674,[Cu]NCC[Au],nan,nan,nan,[0.802433341],[122659.3413],[Li+].[O-][Cl+3]([O-])([O-])[O-],2.321801718,-4603.218016,7.375809548,0.990300259
13690,[Cu]NCC[Au],nan,nan,nan,[0.859003491],[122659.3413],[Li+].[O-][Cl+3]([O-])([O-])[O-],1.547867812,-3811.900313,5.845250863,0.992085955
13698,[Cu]N(C)CC[Au],nan,nan,nan,[0.599968627],[122095.593],O=S(=O)([O-])C(F)(F)F.[Li+],4.271496305,-5733.479724,8.536732785,0.997207435
13707,[Cu]N(C)CC[Au],nan,nan,nan,[0.683369399],[122095.593],O=S(=O)([O-])C(F)(F)F.[Li+],2.968327941,-4460.407141,6.367292367,0.997603854
13723,[Cu]N(C)CC[Au],nan,nan,nan,[0.785318276],[122095.593],O=S(=O)([O-])C(F)(F)F.[Li+],1.751313485,-3221.253973,3.686856349,0.996757121
13737,[Cu]N(C)CC[Au],nan,nan,nan,[0.854076236],[122095.593],O=S(=O)([O-])C(F)(F)F.[Li+],1.094570928,-2696.825853,2.069156265,0.996298194
13751,[Cu]N(C)CC[Au],nan,nan,nan,[0.688235107],[122095.593],[Li+].[O-][Cl+3]([O-])([O-])[O-],4.271496305,-7394.860036,12.18302038,0.999031286
13759,[Cu]N(C)CC[Au],nan,nan,nan,[0.769491731],[122095.593],[Li+].[O-][Cl+3]([O-])([O-])[O-],2.82469917,-6039.875653,9.790656967,0.995262219
13771,[Cu]N(C)CC[Au],nan,nan,nan,[0.843364694],[122095.593],[Li+].[O-][Cl+3]([O-])([O-])[O-],1.751313485,-4733.453627,6.689969205,0.993095462
13785,[Cu]N(C)CC[Au],nan,nan,nan,[0.889823978],[122095.593],[Li+].[O-][Cl+3]([O-])([O-])[O-],1.167542323,-3470.402162,3.894303589,0.993679752
13810,[Cu]NCC[Au],nan,nan,nan,[0.709044329],[122659.3413],[Li+].[O-][Cl+3]([O-])([O-])[O-],3.86966953,-7117.104237,12.76170614,0.992692657
13830,[Cu]N(C)CC[Au],nan,nan,nan,[0.682912405],[122095.593],[Li+].[O-][Cl+3]([O-])([O-])[O-],4.378283713,-7615.89091,12.80372436,0.997129896
13838,[Cu]N(C)CC[Au],nan,nan,nan,[0.76362434],[122095.593],[Li+].[O-][Cl+3]([O-])([O-])[O-],2.918855809,-6065.810207,9.92374341,0.992925651
13874,[Cu]NCC[Au],nan,nan,nan,[0.619492155],[122659.3413],O=S(=O)([O-])C(F)(F)F.[Li+],3.935257149,-5990.513623,10.50776044,0.99850104
14008,[Cu]OCC[Au],nan,nan,nan,[0.9427],[899435.7063],[Li+].[O-][Cl+3]([O-])([O-])[O-],0.571321156,-941.7599541,0.511467617,1
14037,[Cu]CC(Cl)[Au],nan,nan,nan,[0.8643],[480000.0],O=C1O[B-](F)(F)OC1=O.[Li+],1.092061413,-3086.014184,5.725212911,0.990078141
14045,[Cu]OCCOC(=O)CCC(=O)[Au],nan,nan,nan,[0.605057673],[1698.919881],F[B-](F)(F)F.[Li+],6.938180809,-8535.887719,18.37660262,0.97337959
14046,[Cu]OCCOC(=O)CCC(=O)[Au],nan,nan,nan,[0.753938856],[1698.919881],F[B-](F)(F)F.[Li+],3.469090404,-8958.298343,20.531665,0.982290127
14063,[Cu]OCCOC(=O)CCC(=O)[Au],nan,nan,nan,[0.821302392],[1698.919881],F[B-](F)(F)F.[Li+],2.312726936,-7056.776153,15.20094945,0.99880048
14070,[Cu]OCCOC(=O)CCC(=O)[Au],nan,nan,nan,[0.901884712],[1698.919881],F[B-](F)(F)F.[Li+],1.156363468,-7740.553555,15.47543191,0.999653521
14167,[Cu]OCC[Au],nan,nan,nan,[0.697094179],[9993.73007],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],1.513431706,-1424.908958,1.114036005,1
14169,[Cu]OCC[Au],nan,nan,nan,[0.631739508],[9993.73007],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)c1c(F)c(F)c(F)c(F)c1F.[Li+],1.513431706,-6823.785434,16.51828973,0.878942062
14173,[Cu]OCC[Au],nan,nan,nan,[0.594710194],[9993.73007],O=S(=O)([N-]S(=O)(=O)C(F)(F)F)c1c(F)c(F)c(N2CCCCC2)c(F)c1F.[Li+],1.513431706,-7231.677838,17.46933869,0.884395824
14177,[Cu]OCC[Au],nan,nan,nan,[0.52847422],[9993.73007],CC(C)(C)COc1c(F)c(OCC(C)(C)C)c(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)c(OCC(C)(C)C)c1F.[Li+],1.513431706,-6836.022207,15.94287428,0.866409808
14181,[Cu]OCC[Au],nan,nan,nan,[0.529745964],[9993.73007],CC(C)(C)COc1c(F)c(N2CCCCC2)c(F)c(OCC(C)(C)C)c1S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Li+],1.513431706,-2243.198005,2.36080781,0.998412752
14184,[Cu]CC(O)[Au],nan,nan,nan,[0.6687],[125000.0],O=S(=O)([O-])C(F)(F)F.[Li+],3.175686888,-7988.429624,16.25630044,1
14185,[Cu]CC(O)[Au],nan,nan,nan,[0.6],[125000.0],O=S(=O)([O-])C(F)(F)F.[Li+],4.273230348,-6977.703718,13.65507017,1
14188,[Cu]CC(O)[Au],nan,nan,nan,[0.4],[125000.0],O=S(=O)([O-])C(F)(F)F.[Li+],9.614768284,-2891.052541,2.61957255,1
14193,[Cu]CC(O)[Au],nan,nan,nan,[0.4002],[125000.0],O=S(=O)([O-])C(F)(F)F.[Li+],9.606759981,-2773.832586,2.273839377,1
14196,[Cu]CC(O)[Au],nan,nan,nan,[0.5001],[125000.0],O=S(=O)([O-])C(F)(F)F.[Li+],6.407282097,-7660.651722,15.87520202,1
14201,[Cu]CC(O)[Au],nan,nan,nan,[0.5],[125000.0],O=S(=O)([O-])C(F)(F)F.[Li+],6.409845523,-7290.563624,14.7059287,0.997461906
14202,[Cu]CC(O)[Au],nan,nan,nan,[0.4492],[125000.0],O=S(=O)([O-])C(F)(F)F.[Li+],7.859623584,-5059.720933,9.067199265,1
